created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Jun 07 11:21:57 +0000 2023;1666405128709246976;"@nicorobin_swan Sangat disayangkan sekali atas kendalanya Bapak @nicorobin_swan. Mohon diinformasikan dahulu untuk lupa password yang dimaksud apakah untuk aplikasi Welma, BCA Sekuritas, Sekuritas lain atau lainnya agar dapat kami infokan sesuai kebutuhan. Tks :) ^Amos";0;1;0;0;in;620977821;1666404461013786629;HaloBCA;https://twitter.com/HaloBCA/status/1666405128709246976
Tue Jun 06 16:24:19 +0000 2023;1666118834410115072;"@ecommurz sepertinya road map digitalnya agak kurang terarah, mulai dari bca mobile, my bca, welma, semua loginnya beda-beda, CMIIW. mau migrasi dari bca mobile ke my bca aja bingung banget waktu itu minta ke cabang T_T";0;0;0;0;in;1347587191476678660;1666047089653190656;nitewalkpeople;https://twitter.com/nitewalkpeople/status/1666118834410115072
Fri Jun 02 15:25:29 +0000 2023;1664654476228145153;"@zlfaaaa_ itu obligasi tp prantaranya bca, belinya pake aplikasi welma gitu";0;1;0;0;in;1305827761060151296;1664651402927304705;lttadl;https://twitter.com/lttadl/status/1664654476228145153
Tue May 30 18:15:14 +0000 2023;1663610029780639744;"@worksfess belajar kek gini kemana ya, kapan harus jual kapan harus beli, harus cek tiap hari ?? aku daftar welma bca sii gapapa kah ?";0;0;0;0;in;1406646005861281794;1663558393553104896;karufakembala;https://twitter.com/karufakembala/status/1663610029780639744
Sun May 28 17:04:41 +0000 2023;1662867502165286912;"Kabar Gembira! BCA Naikan Limit Transaksi Investasi Hingga 5 Milyar di Aplikasi Welma dan Aplikasi myBCA https://t.co/fMxG7cIQdK";0;0;0;1;in;1628241218617618433;1662867502165286912;Aqilanews;https://twitter.com/Aqilanews/status/1662867502165286912
Thu May 25 22:09:04 +0000 2023;1661856936688775168;"BCA menaikkan limit investasi di aplikasi myBCA dan di aplikasi Welma menjadi Rp5 miliar. https://t.co/02BQlvLWt1";0;0;0;0;in;118646322;1661856936688775168;Bisniscom;https://twitter.com/Bisniscom/status/1661856936688775168
Wed May 24 22:27:50 +0000 2023;1661499271735300096;"@HaloBCA maaf saya mau tanya. Saya telah mengikuti investasi SBN Sukuk pemerintah RI per tanggal 20 Mei 2023 melalui Welma - BCA kenapa saldo investasi saya tidak tertera di aplikasi Welma ?. Dan maaf klu saya ikut investasi sebelumnya seperti di bank BSI dan Bibit lebih cepat";2;6;0;0;in;1556172606071484416;1661499271735300096;PasarTonny;https://twitter.com/PasarTonny/status/1661499271735300096
Fri May 12 03:41:21 +0000 2023;1656867130317619200;"@Shandi_Zein684 Dengan senang hati kami informasikan. Penjualan Sukuk Tabungan seri ST010T2 dan seri ST010T4 Pasar Perdana di BCA secara online melalui aplikasi myBCA mobile, Welma dan KlikBCA Individu. ^Reni";0;0;0;0;in;620977821;1656847506737889282;HaloBCA;https://twitter.com/HaloBCA/status/1656867130317619200
Sun May 07 09:21:07 +0000 2023;1655140697211809792;"@thinkaboutayra @tanyakanrl Bisa instal keduanya sih. Aplikasinya bagus apalagi kalau punya produk lain bca bisa track juga  transaksinya kayak cc atau welma https://t.co/BM4q7YZeb1";0;1;0;0;in;376887329;1654891277606076416;rahmanfais;https://twitter.com/rahmanfais/status/1655140697211809792
Sun May 07 07:38:10 +0000 2023;1655114785271447554;"@Jordysanss Berikut ketentuan transaksi Obligasi Pasar Sekunder melalui aplikasi Welma: - Nasabah memiliki SID dan rekening efek yang terdaftar di sistem BCA. - Waktu layanan transaksi mengikuti waktu layanan cabang dalam melayani transaksi Obligasi Pasar Sekunder. (1/2) ^Alfan";0;0;0;0;in;620977821;1655080746229583873;HaloBCA;https://twitter.com/HaloBCA/status/1655114785271447554
Sun May 07 05:46:04 +0000 2023;1655086577826304000;"@Jordysanss Berikut adalah syarat nasabah yang dapat membeli SR017: • Individu Warga Negara Indonesia (WNI). • Memiliki rekening dana di BCA (tidak joint account) (1)(2) • Memiliki BCA ID dan Password untuk Welma atau memiliki User ID, Password dan Key KlikBCA Individu (KBI). ^Tian";0;0;0;0;in;620977821;1655080746229583873;HaloBCA;https://twitter.com/HaloBCA/status/1655086577826304000
Fri Apr 28 08:58:08 +0000 2023;1651873418927824896;"@sadolairl Dengan senang hati kami informasikan kepada Bapak/Ibu Pelanggan. Welma adalah mobile apps untuk mendapatkan informasi dan bertransaksi Reksa Dana, Obligasi dan Asuransi. Untuk myBCA adalah delivery channel BCA yang dapat diakses nasabah melalui website dan/atau (1/4) ^Amos";0;0;0;0;in;620977821;1651869261735022594;HaloBCA;https://twitter.com/HaloBCA/status/1651873418927824896
Fri Apr 28 08:41:36 +0000 2023;1651869261735022594;"@HaloBCA apa perbedaan Welma, MyBCA, dan BCAsekuritas? Saya mau invest bingung kebanyakan aplikasi nih BCA";8;22;0;0;in;1540963986648494080;1651869261735022594;sadolairl;https://twitter.com/sadolairl/status/1651869261735022594
Fri Apr 21 03:18:11 +0000 2023;1649251154935836673;"@HaloBCA Saya ingin mengubah rekening sumber dana untuk pembelian dan penjualan reksadana di welma ke rekening bca saya lainnya";2;0;0;1;in;1231791474506788864;1649239897298075649;nugroho_150;https://twitter.com/nugroho_150/status/1649251154935836673
Thu Apr 20 09:40:07 +0000 2023;1648984882285256705;"@sipaulia @worksfess d bibit/apply d bank jg bisa. Misal BCA, di app welma BCA. Iya memang tenornya cenderung lebih lama. Ada yg 2 tahun, 4 tahun. Ya kelebihannya kalau misal nanti suku bunga turun, bunga yg d dapat sesuai dgn awal pembelian ORI (ada floor nya)";0;0;0;0;in;754621976342253568;1648896774118178818;RoCiAyReZ;https://twitter.com/RoCiAyReZ/status/1648984882285256705
Tue Apr 11 16:35:27 +0000 2023;1645827915668652032;"@fbyyysyx Dikhawatirkan email tersebut sudah digunakan BCA ID lain silakan gunakan alamat email lain dan ulangi proses registrasi BCA ID. Bapak/Ibu dapat login menggunakan BCA ID yang dibuat pada aplikasi Welma atau dapat menghubungi Halo BCA 1500888 melalui aplikasi haloBCA (1/2) ^Sakha";0;0;0;0;in;620977821;1645825173680189440;HaloBCA;https://twitter.com/HaloBCA/status/1645827915668652032
Thu Apr 06 04:23:10 +0000 2023;1643831690471813120;"Itu aku compare harga di Bibit sama Welma (BCA) ya, harga di Welma sendiri udah paling murah dibandingkan Mandiri dan Commonwealh. Yay yay yay";0;1;0;0;in;3704082012;1643831421952483332;1212MAonTWT;https://twitter.com/1212MAonTWT/status/1643831690471813120
Mon Apr 03 03:00:02 +0000 2023;1642723607335034880;"Informasi PENTING! Berikut BCA paparkan jadwal pembelian Surat Berharga Negara 2023. Pembelian dapat Anda lakukan melalui fitur Welma di aplikasi myBCA! Jangan lupa untuk melakukan registrasi data investor (SID) langsung di aplikasi myBCA. Info lengkap: https://t.co/P7fVts8L22 https://t.co/rM85poI3wd";0;3;5;25;in;567255514;1642723607335034880;BankBCA;https://twitter.com/BankBCA/status/1642723607335034880
Sat Apr 01 23:16:27 +0000 2023;1642304952461848576;"@Kaisudwiputri Mohon maaf atas ketidaknyamanannya, untuk perubahan profil risiko hanya dapat dilakukan di Cabang BCA yang melayani pendaftaran data investor dan belum dapat dilakukan melalui aplikasi Welma ya.  Jika ada hal lain yang ingin ditanyakan, Bapak/Ibu Pelanggan bisa (1/2) ^Alfan";0;0;0;0;in;620977821;1642304219289096194;HaloBCA;https://twitter.com/HaloBCA/status/1642304952461848576
Thu Mar 30 12:29:58 +0000 2023;1641417484040552448;"Welma BCA ni obligasi sekundernya banyak pilihan tapi beberapa minimum purchase nya 100jt IDR 😂😂😂 sama ada biaya transaksi 27rb-an IDR";0;1;0;0;in;38594695;1641417484040552448;hesahesa;https://twitter.com/hesahesa/status/1641417484040552448
Thu Mar 30 02:20:27 +0000 2023;1641264090869006337;"Spesifikasi kedua obligasi sebagai berikut FR80 Jatuh tempo 15 Juni 2035 Kupon 7.5%  Indon35 Jatuh tempo 12 Okt 2035 Kupon 8.5%  Kenapa memilih kedua seri ini? 1. Jatuh tempo berdekatan 2. Data historis tersedia di WELMA BCA";0;1;0;9;in;574453228;1641264084988612610;Rudiyanto_zh;https://twitter.com/Rudiyanto_zh/status/1641264090869006337
Mon Mar 27 04:42:11 +0000 2023;1640212598145556481;"@eeechaa2000 Turut prihatin atas kendala yang terjadi, saat ini sedang ada kendala terkait akses Welma, mohon kesediaan Ibu Echa menginformasikan data berikut melelui DM: Nama: BCA ID:  Waktu:  agar kami teruskan ke pihak terkait. :) Tks ^Giyo";0;0;0;0;in;620977821;1640206266730696709;HaloBCA;https://twitter.com/HaloBCA/status/1640212598145556481
Fri Mar 24 06:51:02 +0000 2023;1639157858368626688;"Mau ubah rekening sumber Welma jadi berasa nasabah BCA Prioritas karena layanannya di bagian Prioritas. 🥰🥰🥰 https://t.co/ajuKcYSKAd";0;1;0;1;in;89655197;1639157858368626688;achmadmuchtar;https://twitter.com/achmadmuchtar/status/1639157858368626688
Wed Mar 22 02:56:33 +0000 2023;1638374076166340608;"@SquidwardQT7 Selamat pagi, @SquidwardQT7. Apabila Anda menggunakan aplikasi Welma dan pencairan dilakukan ke Rekening BCA serta Anda ingin melakukan transaksi transfer ke Rekening BCA Syariah maka dapat dilakukan tanpa dikenakan biaya. (1/2)";0;0;0;0;in;567255514;1603555844708532224;BankBCA;https://twitter.com/BankBCA/status/1638374076166340608
Wed Mar 22 01:53:44 +0000 2023;1638358265259081728;"@johnbaron0711 Kami turut prihatin atas kendala yg Bapak John alami. Untuk BCA mobile sudah kembali normal. Untuk kendala fasilitas myBCA, haloBCA, Welma silakan kirimkan respons gambar ya. :) Tks ^Ita";0;3;0;0;in;620977821;1638356031330996226;HaloBCA;https://twitter.com/HaloBCA/status/1638358265259081728
Wed Mar 22 01:44:51 +0000 2023;1638356031330996226;"@HaloBCA semua sistem layanan BCA mobile apakah sedang gangguan? Dari kemarin malam aplikasi mbanking BCA, myBCA, HaloBCA, Welma saya tdk bisa diakses";4;9;1;0;in;1494006431367925760;1638356031330996226;johnbaron0711;https://twitter.com/johnbaron0711/status/1638356031330996226
Tue Mar 21 05:45:41 +0000 2023;1638054251917352960;"@scapal7 Selamat siang, @scapal7. Apabila Anda menggunakan aplikasi Welma dan pencairan dilakukan ke Rekening BCA serta Anda ingin melakukan transaksi transfer ke rekening blu maka dapat dilakukan tanpa dikenakan biaya administrasi dengan menggunakan transaksi realtime dan online.";0;0;0;0;in;567255514;1637790267150594052;BankBCA;https://twitter.com/BankBCA/status/1638054251917352960
Wed Mar 15 06:35:54 +0000 2023;1635892559376707584;"@HaloBCA min sy punya rdn di bca, klo mau dipakai utk trx reksadana di welma itu bisa kapan saja ya?";8;18;0;0;in;1251788456801505280;1635892559376707584;bellebe43206308;https://twitter.com/bellebe43206308/status/1635892559376707584
Tue Mar 14 05:28:05 +0000 2023;1635513104430927873;"@HaloBCA selamat siang Apakah BCA menyediakan untuk unduh Dokumen Pendukung untuk pelaporan SPT? Seperti daftar portofolio tabungan, deposito dan welma. Tks.";7;16;0;0;in;96445471;1635513104430927873;SunRi_P;https://twitter.com/SunRi_P/status/1635513104430927873
Tue Mar 14 03:58:12 +0000 2023;1635490486260760576;"awal-awal yang bagus dari app ini ada terintegrasi dengan welma dengan adanya BCA ID (tapi bank lain juga pakai model ini juga sih)";1;3;0;0;in;1330264602383429632;1635131937034756096;mepetdalan;https://twitter.com/mepetdalan/status/1635490486260760576
Fri Mar 10 18:45:13 +0000 2023;1634264160161902592;"@poetra1804 Selamat pagi, @poetra1804. Berbeda ya, BCA Sekuritas adalah saran transaksi jual beli saham dan untuk bertransaksi pastikan Anda sudah memiliki rekening efek sedangkan aplikasi Welma adalah aplikasi investasi dan asuransi yang bisa bantu berinvestasi di mana pun.";0;0;0;1;in;567255514;1633739444439388160;BankBCA;https://twitter.com/BankBCA/status/1634264160161902592
Sat Mar 04 10:25:06 +0000 2023;1631963974966349824;"@MyBCALife @BankBCA payah verifikasi my bca gagal terus dsiruh ke kantor cabang terus  Mau pakai welma sekalian buat invest padahal, ribet banget. Beralih ke app lain aja kalo gini ceritanya";1;4;0;0;in;1120646341485453313;1631963974966349824;qiansass;https://twitter.com/qiansass/status/1631963974966349824
Wed Mar 01 12:32:20 +0000 2023;1630908831856480258;"Dalam mempermudah para nasabahnya berinvestasi, BCA menghadirkan fitur Welma dalam aplikasi myBCA. Apa saja fitur di dalam Welma? Selengkapnya saksikan "BCA News - Ragam Investasi BCA" Rabu, 1 Maret 2023 pukul 19.55 WIB di Metro TV.   #MedcomAd   @BankBCA https://t.co/KPmC2zBiX5";0;0;0;0;in;902837643024539651;1630908831856480258;medcom_id;https://twitter.com/medcom_id/status/1630908831856480258
Wed Mar 01 12:23:15 +0000 2023;1630906543343558656;"Sebelum memulai investasi, ada persiapan yang perlu diperhatikan. Khusus nasabah @BankBCA, fitur Welma di aplikasi myBCA memudahkan kalian untuk berinvestasi. Seperti apa fiturnya?  Saksikan "BCA News - Ragam Investasi BCA" Rabu, 1 Maret 2023 pukul 19.55 WIB di Metro TV. #MTVNAD https://t.co/o3DhWYcNlt";0;0;0;0;in;57261519;1630906543343558656;Metro_TV;https://twitter.com/Metro_TV/status/1630906543343558656
Wed Mar 01 11:47:57 +0000 2023;1630897659811868673;"Sebelum berinvestasi, ada banyak persiapan yang perlu diperhatikan termasuk kemudahan berinvestasi. Kenali fitur Welma di aplikasi myBCA yg memudahkan nasabah BCA berinvestasi dalam "BCA News - Ragam Investasi BCA" Rabu, 1 Maret 2023 pk 19.55 WIB di Metro TV.#MedcomAd   @BankBCA https://t.co/GQEyWP1xqX";0;1;0;1;in;902837643024539651;1630897659811868673;medcom_id;https://twitter.com/medcom_id/status/1630897659811868673
Wed Mar 01 10:15:59 +0000 2023;1630874518221897730;"Sebelum memulai investasi, ada persiapan yang perlu diperhatikan. Khusus nasabah @BankBCA, fitur Welma di aplikasi myBCA memudahkan kalian untuk berinvestasi. Seperti apa fiturnya?  Saksikan "BCA News - Ragam Investasi BCA" Rabu, 1 Maret 2023 pukul 19.55 WIB di Metro TV. #MTVNAD https://t.co/I3ZHvFBMdM";0;0;0;1;in;57261519;1630874518221897730;Metro_TV;https://twitter.com/Metro_TV/status/1630874518221897730
Fri Feb 10 23:45:12 +0000 2023;1624192792582049792;"Gak cukup Welma dan BCA Sekuritas  Bakalan ada aplikasi trading di Blibli ??? https://t.co/7d07aYqNBG";0;1;0;8;in;1285581804053778434;1624192792582049792;sahamology;https://twitter.com/sahamology/status/1624192792582049792
Fri Feb 10 09:00:03 +0000 2023;1623970036762439682;"/df yang ikutan promo bca welma nabung reksa bulan desember udah cair hari ini https://t.co/O8ZMdMNtku";0;1;0;1;in;1251407687650177025;1623970036762439682;discountfess;https://twitter.com/discountfess/status/1623970036762439682
Thu Feb 09 09:04:10 +0000 2023;1623608687314231298;"setengah harian drama welma bersama BCA di ruangan prio yg super dingin (sedingin hatiku mengatur porto) 🥶🥶🥶….   akhirnya rebes yaaaa…. maaci mas - mba AO dan kaprio yg baik2 semuanyaaaa…   #marriedwithyourbank";0;0;0;0;in;76650871;1623608687314231298;herleenz;https://twitter.com/herleenz/status/1623608687314231298
Tue Feb 07 08:43:08 +0000 2023;1622878615632502784;"@megaaasss @HaloBCA Kalo pake BCA instal MyBCA saja kak, nanti beli reksadana nya di fitur WELMA. mudah kok registrasinya";3;4;0;1;in;2943877038;1622835682896130050;aric_id;https://twitter.com/aric_id/status/1622878615632502784
Fri Jan 27 07:40:01 +0000 2023;1618876465113870337;"@ethan_dwikora Sangat disayangkan untuk kendalanya Bapak Ethan. Jika Bapak lupa BCA ID, Bapak dapat mengakses menu "Lupa BCA ID" yang terdapat di Welma dan myBCA nasabah. Informasi BCA ID tersebut akan dikirimkan ke email yang teregister.​ 🙂 Tks ^Joy";0;0;0;0;in;620977821;1618874620903575557;HaloBCA;https://twitter.com/HaloBCA/status/1618876465113870337
Wed Jan 25 12:13:07 +0000 2023;1618220417197703169;"@blubybcadigital Tabungan usd yg kursnya update secepat kurs valas 😃😃😃. Btw mimin itu ada reksadana apa ga bentrok dgn welma yg juga dr grup bca n investasi reksadana? Bagusan pake welma ato blu klo begitu sy jd bingung. Soalnya instal keduanya.";0;1;0;1;in;1362052121173000194;1618187052041879553;Medhiva5;https://twitter.com/Medhiva5/status/1618220417197703169
Tue Jan 24 03:50:35 +0000 2023;1617731563562881032;"Halo @HaloBCA saya ingin membeli SBR012 melalui aplikasi welma. Ketika ingin menyetujui, di poin 2 ada risiko kehilangan sebagian atau seluruhnya. Tp ketika saya baca brosur bca dijelaskan tidak mempunyai risiko gagal bayar karena dijamin negara. Mohon pencerahannya. 🙏 https://t.co/2pzbtn9P8X";3;21;0;0;in;78190663;1617731563562881032;hediarizki;https://twitter.com/hediarizki/status/1617731563562881032
Mon Jan 16 14:08:10 +0000 2023;1614987882158252034;"@Chiel1109 Ibu dapat mengajukan pembuatan SID dengan cara menghubungi Halo BCA 1500888 via fitur Call aplikasi haloBCA (bebas pulsa) atau melalui aplikasi Welma (pastikan memiliki BCA ID di Welma) dengan cara: - Login Welma - Pilih menu Portfolio/Profil/Products - Klik Daftar (1/2) ^Tian";0;0;0;1;in;620977821;1614984951690334208;HaloBCA;https://twitter.com/HaloBCA/status/1614987882158252034
Fri Jan 13 16:01:34 +0000 2023;1613929254001205257;"@KonsumenCerdik Dengan senang hati kami informasikan kepada Bpk Darman jika yg dimaksudkan myBCA dan Welma, produk dari BCA.   Jika ada hal lain yang ingin ditanyakan bisa DM/Mention kembali ke Twitter @HaloBCA atau menghubungi via aplikasi haloBCA. :)Tks ^Alif";0;0;0;0;in;620977821;1613928834298155010;HaloBCA;https://twitter.com/HaloBCA/status/1613929254001205257
Fri Jan 13 05:34:22 +0000 2023;1613771414154399751;"@Tisyaifana Welma BCA kayaknya lagi error nih, banyak yg gabisa cek porto juga";0;0;0;0;in;1530419963885785088;1613742969051574274;nisadanila;https://twitter.com/nisadanila/status/1613771414154399751
Fri Jan 13 03:43:02 +0000 2023;1613743396685758472;"Kemarin mbangking error, skrg welma juga error, hadeh BCA error mulu dah ah";0;16;0;0;in;1470877558921052160;1613743396685758472;Andini_latif77;https://twitter.com/Andini_latif77/status/1613743396685758472
Fri Jan 13 03:12:55 +0000 2023;1613735819067674625;"@tariputram Saat ini tidak ada kendala mengenai Welma, mohon dapt dipastikan jaringan data internet dalam keadaan stabil serta mencoba secara berkala.   Mohon untuk selalu waspada serta berhati-hati terkait edaran hoax "Surat Resmi Kenaikan Tarif Transaksi BCA" yang (1/3) ^Ike";0;0;0;0;in;620977821;1613734389204254721;HaloBCA;https://twitter.com/HaloBCA/status/1613735819067674625
Mon Jan 09 05:40:14 +0000 2023;1612323339560955904;"@25lovember 2. Menyetujui ketentuan Welma dan ketentuan BCA ID. 3. Registrasi BCA ID. 4. Aktivasi BCA ID menggunakan link yang dikirimkan ke email. 5. Setelah melalui poin 3 dan 4, nasabah dapat login di Welma menggunakan BCA ID yang telah dibuat. ^Gusti";0;0;0;0;in;620977821;1612303129546223617;HaloBCA;https://twitter.com/HaloBCA/status/1612323339560955904
Mon Jan 09 04:40:43 +0000 2023;1612308364427689984;"@25lovember device Android atau iOS. 2. Menyetujui ketentuan Welma dan ketentuan BCA ID. 3. Registrasi BCA ID. 4. Aktivasi BCA ID menggunakan link yang dikirimkan ke email. 5. Setelah melalui poin 3 dan 4, nasabah dapat login di Welma menggunakan BCA ID yang telah dibuat (2/4) ^Gusti";0;0;0;0;in;620977821;1612303129546223617;HaloBCA;https://twitter.com/HaloBCA/status/1612308364427689984
Mon Jan 02 12:35:49 +0000 2023;1609891208415043585;"@BankBCA KARTU KREDIT BCA WELMA FLAZZ MY BCA BCA MOBILE";0;1;0;0;in;619951110;1609746312517541890;kangtjoek;https://twitter.com/kangtjoek/status/1609891208415043585
Wed Dec 28 07:30:30 +0000 2022;1608002435246694400;"Saatnya Anda lebih dekat ke financial freedom, dengan terus meningkatkan investasi dalam membangun masa depan! Anda bisa transaksi reksadana dan obligasi dengan Aplikasi Welma dari BCA!   Info: https://t.co/kLrG6e5oLL https://t.co/gcrC9zNDWX";0;2;1;5;in;567255514;1607985338315862016;BankBCA;https://twitter.com/BankBCA/status/1608002435246694400
Thu Dec 22 04:30:03 +0000 2022;1605782695950553088;"HUAA, akhir tahun mimin dapet kabar bahagia. Terima kasih nasabah tercinta atas kepercayaannya buat investasi di Welma dan KlikBCA. Berkat kamu, BCA jadi Mitra Distribusi dengan Kinerja Terbaik SUN2021. Semoga BCA senantiasa kasih layanan terbaik buat investasi ke depannya 💙 https://t.co/QPlLvad3vO";0;0;0;2;in;17824435;1605782695950553088;GoodLifeBCA;https://twitter.com/GoodLifeBCA/status/1605782695950553088
Sat Dec 03 03:01:58 +0000 2022;1598875161369120768;"@anggio_raharya @xbzarry @tradingforlyf SBN bisa didapetin lewat banyak distributor sesuai aturannya masing², bisa tanya banknya. Bisa lewat aplikasi bibit, kalo BCA lewat aplikasi welma / klikBCA, kalo panin bisa lewat web e-SBNnya. Tinggal kontak bank masing². Penawaran SBN ada jadwalnya, 1 tahun 4 kali keluar";0;1;0;0;in;1136968730666184704;1598148691675578370;apriantoa917;https://twitter.com/apriantoa917/status/1598875161369120768
Wed Nov 23 08:25:34 +0000 2022;1595332719059546112;"@BankBCA @HaloBCA Aplikasi welma crash setiap jam pembelian ST009. Sebegitu tidak kuatnya server BCA. 🤦‍♀️";1;5;0;0;in;1583817272057290753;1595312718327652353;stubsky;https://twitter.com/stubsky/status/1595332719059546112
Thu Nov 17 08:34:41 +0000 2022;1593160684962881536;"@kyoukafuushi sarana akuisisi yang selama ini dilakukan oleh Kartu Kredit BCA. - Berlaku untuk transaksi investasi Regular Saving Plan (RSP) baru via Cabang BCA atau aplikasi Welma dengan jangka waktu 1 tahun. - Periode transaksi pertama 21 Februari 2022-31 Desember 2022. - (2/5) ^Zhila";0;0;0;0;in;620977821;1593154413442793472;HaloBCA;https://twitter.com/HaloBCA/status/1593160684962881536
Thu Nov 17 08:34:41 +0000 2022;1593160683687796737;"@kyoukafuushi Kami informasikan untuk benefit cashback Rp100.000,- berlaku untuk transaksi investasi Regular Saving Plan (RSP) baru via Cabang BCA atau aplikasi Welma dengan jangka waktu 1 tahun ya Bpk Rio.  Syarat &amp  ketentuan: - Produk ditawarkan melalui Cabang BCA dan (1/5) ^Zhila";0;0;0;0;in;620977821;1593154413442793472;HaloBCA;https://twitter.com/HaloBCA/status/1593160683687796737
Tue Nov 01 08:40:17 +0000 2022;1587363887791632390;"Welma udah masuk ke MyBCA. Tinggal HaloBCA ama fitur-fitur BCA mobile yg belum ada di myBCA";0;0;0;0;in;102915873;1587363887791632390;Faizal_Xyf;https://twitter.com/Faizal_Xyf/status/1587363887791632390
Tue Nov 01 04:38:05 +0000 2022;1587302936291311616;"3. masuk ke app mybca bisa pake biometrik (fingerprint/face id) 4. limit maks transaksi perhari bisa sampai 300jt 5. bisa cek mutasi rekening sampe 5 tahun ke belakang, klo bca mobile kan cuma 30 hari kebelakang. 6. kalo mau investasi bisa pake fitur welma dan e-deposito";0;1;0;0;in;560211090;1587302124668395521;zuperkrunchkfc;https://twitter.com/zuperkrunchkfc/status/1587302936291311616
Thu Oct 20 01:22:56 +0000 2022;1582905173445578752;"@HaloBCA saya beli FR0064 di welma. Sub registry yang digunakan BCA utk obligasi ini siapa ya?";1;8;0;0;in;345341957;1582905173445578752;ubayskii;https://twitter.com/ubayskii/status/1582905173445578752
Tue Oct 18 01:53:07 +0000 2022;1582187991224975360;"$BBCA Rekomendasi : Buy Time Horizon 1 - 5 hari  Jumlah pengunduh aplikasi Welma mencapai 475.000 pengguna dengan nominal transaksi tembus Rp50 triliun. Hingga semester I/2022, kinerja pertumbuhan asset under management (AUM) produk reksa dana dan obligasi BCA mencapai 54% yoy.";0;1;0;0;in;2803334178;1582187614412902400;indopremier;https://twitter.com/indopremier/status/1582187991224975360
Thu Oct 13 08:34:38 +0000 2022;1580477097436655617;"@helehmbuh Dapat kami informasikan, Bapak/Ibu Pelanggan, service level pendaftaran data investor melalui Welma adalah H+1 hari kerja. Kami sarankan Bapak/Ibu dpt menghubungi Halo BCA 1500888 utk pengecekan detail kendalanya lebih lanjut. Tks 🙂 ^Tian";0;0;0;0;in;620977821;1580403412986134528;HaloBCA;https://twitter.com/HaloBCA/status/1580477097436655617
Tue Oct 04 11:18:29 +0000 2022;1577256838860787712;"Jangan lewatkan kesempatan Anda untuk memperkaya wealth management dan produk investasi di BCA Wealth Summit. Tersedia promo investasi menarik mulai dari Cashback Rp25 Ribu investasi via Welma, dan Cashback Rp100 Ribu obligasi ORI022! Cek Info lengkapnya: https://t.co/j9pRcqjJ41 https://t.co/QVKq8axFx5";0;5;1;7;in;567255514;1577256838860787712;BankBCA;https://twitter.com/BankBCA/status/1577256838860787712
Mon Oct 03 07:16:20 +0000 2022;1576833512296284160;"@agus_if Dengan senang hati kami informasikan, tidak seperti itu Bapak Agus. Limit pembelian Obligasi Pasar Sekunder via Welma = bagian dari limit pembelian Reksa Dana via Welma: Rp2.000.000.000,-/akun BCA ID/hari, USD160 ribu/akun BCA ID/hari (update). Tks :) ^Alfan ^Alfan";0;0;0;0;in;620977821;1576832352491163648;HaloBCA;https://twitter.com/HaloBCA/status/1576833512296284160
Mon Oct 03 07:15:19 +0000 2022;1576833258104291329;"@agus_if Dengan senang hati kami informasikan, tidak seperti itu Bapak Agus. Limit pembelian Obligasi Pasar Sekunder via Welma = bagian dari limit pembelian Reksa Dana via Welma: Rp2.000.000.000/akun BCA ID/hari, USD160 ribu/akun BCA ID/hari (update). Tks :) ^Alfan";0;1;0;0;in;620977821;1576832352491163648;HaloBCA;https://twitter.com/HaloBCA/status/1576833258104291329
Sat Oct 01 16:07:39 +0000 2022;1576242446580994048;"@LalaCanns Berlaku untuk pembelian melalui Cabang BCA yang melayani transaksi Reksa Dana dan aplikasi Welma ya. Informasi selengkapnya silakan cek link berikut: https://t.co/Za4olNwqV1 (2/2)";0;0;0;0;in;17824435;1575421092599980033;GoodLifeBCA;https://twitter.com/GoodLifeBCA/status/1576242446580994048
Wed Sep 28 11:48:33 +0000 2022;1575090079973797888;"@fx_rachmad Untuk transaksi pembelian Reksa Dana dan Obligasi Pasar Sekunder melalui Welma terdapat ketentuan limit, apabila dengan mata uang Rupiah yaitu Rp2.000.000.000,-/akun BCA ID/hari. Pastikan Bapak Nugroho belum melebihi limit yang ditentukan, jika terkendala. Mohon (1/2) ^Sihab";0;1;0;0;in;620977821;1575069044838789121;HaloBCA;https://twitter.com/HaloBCA/status/1575090079973797888
Sun Sep 18 04:06:08 +0000 2022;1571349831066718208;"@bunda_ursa Agar dapat melakukan pendaftaran Data Investor melalui Welma, maka Nasabah BCA harus memenuhi kriteria berikut : - Memiliki Rekening BCA dan sudah dikaitkan dengan BCA ID. - WNI yang tidak memiliki kewajiban pajak di negara lain selain Indonesia (FATCA/CRS). :) Tks ^Arita";0;0;0;0;in;620977821;1570939238727974912;HaloBCA;https://twitter.com/HaloBCA/status/1571349831066718208
Sun Sep 18 04:05:23 +0000 2022;1571349641127493634;"@bunda_ursa - Aktivasi BCA ID menggunakan link yang dikirimkan ke email. - Setelah melalui poin 3 dan 4, nasabah dapat login di Welma menggunakan BCA ID yang telah Ibu buat sebelumnya. :) Tks ^Arita";0;0;0;0;in;620977821;1570939238727974912;HaloBCA;https://twitter.com/HaloBCA/status/1571349641127493634
